Price,Close,High,Low,Open,Volume,MA21,MA50
Ticker,^NYA,^NYA,^NYA,^NYA,^NYA,,
Date,,,,,,,
2020-09-14,12932.6904296875,12970.5703125,12858.1796875,12868.3095703125,3839580000,12944.884812127977,12667.50861328125
2020-09-15,12967.1796875,13047.48046875,12942.51953125,13010.9697265625,4057190000,12947.964797247023,12683.65201171875
2020-09-16,12997.8603515625,13128.6796875,12990.7001953125,13013.4599609375,4718900000,12950.9052734375,12703.80642578125
2020-09-17,12948.4501953125,12981.33984375,12824.4404296875,12866.169921875,4379840000,12952.720517113095,12721.04763671875
2020-09-18,12833.5703125,12962.6396484375,12779.400390625,12937.599609375,7076400000,12951.467680431548,12739.1464453125
2020-09-21,12833.5703125,12833.5703125,12421.150390625,12617.4501953125,4836070000,12952.453869047618,12754.30625
2020-09-22,12602.5400390625,12636.2099609375,12502.25,12575.1904296875,3974510000,12942.619094122023,12766.06365234375
2020-09-23,12359.16015625,12657.2001953125,12355.4296875,12630.5302734375,4378650000,12913.394345238095,12772.95345703125
2020-09-24,12365.5400390625,12476.1298828125,12228.9697265625,12314.580078125,4601920000,12883.087193080357,12772.4378515625
2020-09-25,12485.3798828125,12507.9296875,12281.98046875,12293.8896484375,3803330000,12856.555757068452,12775.1432421875
2020-09-28,12677.5400390625,12735.16015625,12642.9697265625,12650.0498046875,3950910000,12837.923874627977,12780.63923828125
2020-09-29,12602.6396484375,12688.7001953125,12562.5302734375,12660.9296875,3661590000,12810.861002604166,12784.832421875
2020-09-30,12701.8896484375,12795.6298828125,12621.509765625,12643.4501953125,4738640000,12794.493861607143,12788.69662109375
2020-10-01,12726.83984375,12792.6201171875,12656.3095703125,12759.66015625,4076340000,12776.070033482143,12791.85201171875
2020-10-02,12749.7900390625,12803.51953125,12551.9697265625,12554.1201171875,3975180000,12750.97716703869,12796.63041015625
2020-10-05,12949.650390625,12957.5595703125,12842.490234375,12842.490234375,3692720000,12750.191964285714,12806.3878125
2020-10-06,12837.8798828125,13083.2998046875,12824.2001953125,12995.9501953125,4453390000,12744.08435639881,12812.0828125
2020-10-07,13042.330078125,13073.0,12950.5595703125,12950.5595703125,3814750000,12760.953869047618,12823.10501953125
2020-10-08,13190.580078125,13191.009765625,13100.9697265625,13116.1298828125,3867640000,12775.467215401786,12833.52421875
2020-10-09,13252.6201171875,13297.0,13207.58984375,13256.8203125,3944090000,12801.4638671875,12847.911015625
2020-10-12,13324.8701171875,13350.58984375,13274.9404296875,13289.5498046875,3435760000,12827.741489955357,12865.107421875
2020-10-13,13211.9501953125,13280.1904296875,13181.58984375,13271.25,3611100000,12841.039574032739,12878.610234375
2020-10-14,13143.16015625,13267.16015625,13135.900390625,13222.3603515625,3858510000,12849.419596354166,12889.23123046875
2020-10-15,13137.25,13148.7001953125,12960.98046875,12974.1298828125,3724550000,12856.057198660714,12897.345234375
2020-10-16,13169.3203125,13241.5302734375,13164.5400390625,13183.6103515625,4688030000,12866.57482328869,12906.1482421875
2020-10-19,13018.509765625,13247.75,12999.41015625,13169.3203125,4091080000,12875.38146391369,12911.201640625
2020-10-20,13092.16015625,13198.01953125,13018.509765625,13018.509765625,3917850000,12887.695265997023,12916.164453125
2020-10-21,13040.1298828125,13153.419921875,13039.349609375,13092.16015625,4103960000,12908.532877604166,12919.97845703125
2020-10-22,13145.919921875,13162.7998046875,13002.9599609375,13040.1298828125,4172060000,12945.997628348214,12923.40025390625
2020-10-23,13199.8603515625,13215.58984375,13117.8203125,13145.919921875,3651600000,12985.72716703869,12929.014453125
2020-10-26,12936.3896484375,13063.7998046875,12815.2802734375,13063.7998046875,4002210000,13007.203822544643,12929.69224609375
2020-10-27,12817.8701171875,12934.1103515625,12817.8701171875,12921.25,3962400000,13013.886207217261,12927.32744140625
2020-10-28,12415.419921875,12617.580078125,12411.099609375,12575.2900390625,5139970000,13004.970982142857,12917.42923828125
2020-10-29,12502.2900390625,12584.4697265625,12317.7998046875,12409.0400390625,4911860000,12995.466238839286,12910.27744140625
2020-10-30,12429.330078125,12492.6201171875,12293.75,12448.6904296875,4843930000,12981.299107142857,12902.6068359375
2020-11-02,12662.169921875,12675.1298828125,12535.9296875,12573.33984375,4314690000,12977.126720610118,12899.668828125
2020-11-03,12877.4501953125,12936.900390625,12781.169921875,12781.169921875,4241380000,12973.68861607143,12897.760234375
2020-11-04,12978.9501953125,13161.51953125,12868.6201171875,12916.23046875,4790400000,12980.40625,12897.29943359375
